Origin Time,Latitude,Longitude,Depth,Magnitude,Location
2021-03-06 03:22:36 IST,39.82,70.95,10,4.2,"218km SE of Tashkent, Uzbekistan"
2021-03-05 19:40:55 IST,36.2,69.6,150,4.3,"131km SW of Fayzabad, Afghanistan"
2021-03-04 02:12:38 IST,36.55,70.95,217,3.8,"70km SSE of Fayzabad, Afghanistan"
2021-03-03 21:18:06 IST,37.56,68.55,90,3.8,"113km S of Dushanbe, Tajikistan"
2021-03-03 04:04:56 IST,37.01,71.47,82,4.2,"82km E of Fayzabad, Afghanistan"
2021-03-03 01:08:28 IST,31.38,86.83,10,3.6,"432km NNE of Kathmandu, Nepal"
2021-03-02 22:28:13 IST,25.17,95.31,10,2.6,"87km ENE of Ukhrul, Manipur, India"
2021-03-02 21:30:09 IST,27.69,91.8,10,2.8,"14km NNW of Tawang, Arunachal Pradesh, India"
2021-03-02 16:33:33 IST,36.25,71.51,110,4.3,"127km SE of Fayzabad, Afghanistan"
2021-03-02 14:13:04 IST,37.47,72.43,17,3.7,"171km ENE of Fayzabad, Afghanistan"
2021-03-02 07:15:38 IST,39,75.16,10,3.5,"433km S of Bishkek, Kyrgyzstan"
2021-03-02 01:47:58 IST,26.78,93.05,15,2.7,"29km ENE of Tezpur, Assam, India"
2021-03-02 01:32:22 IST,26.41,92.29,15,2.9,"56km WSW of Tezpur, Assam, India"
2021-03-01 23:51:56 IST,6.91,94.62,90,4.2,"79km E of Campbell Bay, Andaman and Nicobar island, India"
2021-03-01 20:09:51 IST,24.69,93.11,25,3.7,"66km W of Bishnupur, Manipur, India"
2021-03-01 09:06:08 IST,21.51,94.9,10,3.6,"117km WSW of Burma, Myanmar"
2021-02-28 18:03:18 IST,28.69,87.98,20,3.9,"134km NW of Lachung, Sikkim, India"
2021-02-28 01:33:51 IST,28.91,86.65,100,4.1,"185km NE of Kathmandu, Nepal"
2021-02-27 08:05:14 IST,36.16,70.96,90,3.8,"110km SSE of Fayzabad, Afghanistan"
2021-02-27 03:26:13 IST,38.63,71.99,10,3.6,"211km NE of Fayzabad, Afghanistan"
2021-02-27 03:05:18 IST,36.38,71.55,125,4.3,"119km SE of Fayzabad, Afghanistan"
2021-02-26 15:03:19 IST,23.03,94.12,10,3,"93km ESE of Champhai, Mizoram, India"
2021-02-26 14:58:23 IST,37.16,72.66,10,4.5,"187km E of Fayzabad, Afghanistan"
2021-02-26 02:08:56 IST,36.42,71.98,10,3.8,"148km ESE of Fayzabad, Afghanistan"
2021-02-25 22:33:21 IST,26.19,92.05,30,3.6,"31km E of Guwahati, Assam, India"
2021-02-25 14:56:19 IST,22.79,96.05,30,3.9,"98km N of Burma, Myanmar"
2021-02-25 14:06:46 IST,35.875,71.393,100,4.3,"155km SSE of Fayzabad, Afghanistan"
2021-02-25 13:20:29 IST,22.99,95.47,19,4.1,"129km NNW of Burma, Myanmar"
2021-02-25 09:50:05 IST,23.02,95.64,17,3.6,"127km NNW of Burma, Myanmar"
2021-02-25 09:19:01 IST,25.21,94.37,48,3.3,"10km NNW of Shirui, Manipur, India"
2021-02-25 09:15:57 IST,22.53,96.48,10,4.2,"87km NE of Burma, Myanmar"
2021-02-25 08:04:29 IST,22.91,95.81,10,4.5,"112km N of Burma, Myanmar"
2021-02-25 06:12:42 IST,36.45,71.85,24,3.6,"136km ESE of Fayzabad, Afghanistan"
2021-02-25 03:55:26 IST,32.85,76.22,5,2.4,"70km N of Dharamshala, Himachal Pradesh, India"
2021-02-25 02:33:02 IST,32.32,76.29,5,2.2,"11km NNW of Dharamshala, Himachal Pradesh, India"
2021-02-25 01:37:51 IST,25.89,64.78,37,4.3,"587km NW of Dwarka, Gujarat, India"
2021-02-24 23:46:47 IST,19.95,91.03,24,4.8,"369km S of Belonia, Tripura, India"
2021-02-24 20:49:19 IST,26.02,95.45,83,4.2,"99km ESE of Mokokchung, Nagaland, India"
2021-02-24 03:15:23 IST,37.4,75.89,10,4,"317km N of Kargil, Laddakh, India"
2021-02-23 20:36:00 IST,28.72,77,10,1.9,"23km WNW of New Delhi, India"
2021-02-23 17:45:20 IST,23.98,94.1,94,3.4,"66km SSE of Moirang, Manipur, India"
2021-02-22 21:14:22 IST,27.42,92.65,10,2.6,"78km ESE of Tawang, Arunachal Pradesh, India"
2021-02-22 14:01:53 IST,26.298,92.896,10,2.8,"40km SSE of Tezpur, Assam, India"
2021-02-22 04:51:36 IST,36.484,70.684,155,3.9,"69km S of Fayzabad, Afghanistan"
2021-02-21 01:46:11 IST,37.63,69.18,10,3.9,"109km SSE of Dushanbe, Tajikistan"
2021-02-21 01:29:08 IST,24.87,94.89,5,2.8,"41km E of Ukhrul, Manipur, India"
2021-02-21 01:15:49 IST,37.37,70.09,74,3.8,"50km NW of Fayzabad, Afghanistan"
2021-02-20 22:03:55 IST,28.2,88.16,10,3.7,"80km NW of Lachung, Sikkim, India"
2021-02-20 16:32:46 IST,37.86,72.59,10,3.6,"198km ENE of Fayzabad, Afghanistan"
2021-02-20 13:39:32 IST,28.6,68.91,140,5,"435km W of Bikaner, Rajasthan, India"
2021-02-20 07:17:48 IST,37.25,71.5,10,3.7,"85km ENE of Fayzabad, Afghanistan"
2021-02-20 05:31:26 IST,23.44,94.38,105,4.3,"107km E of Champhai, Mizoram, India"
2021-02-20 03:55:31 IST,32.64,76.2,5,2.8,"48km NNW of Dharamshala, Himachal Pradesh, India"
2021-02-20 03:21:11 IST,27.9,87.3,10,3.4,"108km WNW of Yuksom, Sikkim, India"
2021-02-19 23:08:53 IST,24.1,93.58,5,2.4,"44km ENE of Ngopa, Mizoram, India"
2021-02-19 16:38:32 IST,29.88,80.29,8,4,"33km NNE of Pithoragarh, Uttarakhand, India"
2021-02-19 07:59:23 IST,28.21,87.25,55,3.4,"133km NW of Yuksom, Sikkim, India"
2021-02-19 07:54:50 IST,25.55,91.96,50,2.8,"7km ESE of Shillong, Meghalaya, India"
2021-02-19 07:42:49 IST,36.73,71.69,10,3.8,"109km ESE of Fayzabad, Afghanistan"
2021-02-19 04:11:24 IST,23.59,94.56,50,3.7,"126km E of Champhai, Mizoram, India"
2021-02-19 03:54:18 IST,27.15,88.97,5,2.6,"40km ESE of Gangtok, Sikkim"
2021-02-18 23:48:56 IST,34.54,69.19,110,4.3,"2km SW of Kabul , Afghanistan"
2021-02-18 22:58:23 IST,36.61,71.58,110,3.6,"106km ESE of Fayzabad, Afghanistan"
2021-02-18 07:39:05 IST,36.62,74.56,10,3.7,"270km NNW of Kargil, Laddakh, India"
2021-02-18 05:29:49 IST,17.75,73.55,6,3.3,"91km SSW of Pune, Maharashtra, India"
2021-02-18 03:50:48 IST,31.07,78.06,5,2.2,"52km NW of Uttarkashi, Uttarakhand, India"
2021-02-17 23:02:36 IST,36.71,71.01,220,4.4,"59km SE of Fayzabad, Afghanistan"
2021-02-17 20:31:21 IST,36.73,71.31,20,3.6,"79km ESE of Fayzabad, Afghanistan"
2021-02-17 17:54:46 IST,26.71,92.63,10,4.7,"17km WNW of Tezpur, Assam, India"
2021-02-17 16:28:55 IST,34.44,69.55,180,4.6,"33km ESE of Kabul , Afghanistan"
2021-02-17 02:06:51 IST,12.04,94.78,10,4.2,"228km ENE of Portblair, Andaman and Nicobar island, India"
2021-02-16 21:55:17 IST,34.43,77.68,5,3.5,"32km NNE of Leh, Laddakh, India"
2021-02-16 19:00:56 IST,35.53,68.94,10,3.9,"111km NNW of Kabul , Afghanistan"
2021-02-15 21:23:47 IST,25.41,85.35,5,3.5,"20km NW of Nalanda, Bihar, India"
2021-02-15 19:23:24 IST,9.42,93.48,10,4.1,"258km SSE of Portblair, Andaman and Nicobar island, India"
2021-02-15 17:41:19 IST,37.62,73.12,50,4.3,"234km ENE of Fayzabad, Afghanistan"
2021-02-15 17:07:09 IST,25.32,93.83,30,3.4,"48km SW of Kohima, Nagaland, India"
2021-02-15 15:59:06 IST,36.443,70.309,266,4.2,"76km SSW of Fayzabad, Afghanistan"
2021-02-15 10:27:08 IST,1.03,98.59,10,4.7,"416km SW of Kuala Lumpur, Malaysia"
2021-02-15 05:25:26 IST,22.02,93.79,10,3.5,"166km SSE of Champhai, Mizoram, India"
2021-02-15 02:46:00 IST,28.57,87.39,67,3.6,"156km NNW of Yuksom, Sikkim, India"
2021-02-15 01:25:59 IST,28.91,76.99,5,2.7,"37km E of Rohtak, Haryana, India"
2021-02-14 15:49:53 IST,31.32,76.87,10,3.2,"30km S of Mandi, Himachal Pradesh, India"
2021-02-14 10:35:05 IST,36.34,71.2,100,3.9,"102km SE of Fayzabad, Afghanistan"
2021-02-14 05:43:51 IST,28.27,93.39,10,2.9,"131km WNW of Basar, Arunachal Pradesh, India"
2021-02-14 03:30:22 IST,37.98,72.58,110,3.9,"204km ENE of Fayzabad, Afghanistan"
2021-02-12 22:31:33 IST,38,73.58,74,6.3,"285km ENE of Fayzabad, Afghanistan"
2021-02-12 15:45:19 IST,38.32,73.66,100,4.5,"305km ENE of Fayzabad, Afghanistan"
2021-02-12 08:01:47 IST,30.1,69.7,290,4.3,"420km NW of Bikaner, Rajasthan, India"
2021-02-12 01:04:03 IST,37,72.32,234,4.7,"157km E of Fayzabad, Afghanistan"
2021-02-11 13:34:51 IST,22.814,94.524,50,3.7,"141km ESE of Champhai, Mizoram, India"
2021-02-11 04:01:30 IST,36.78,70.61,97,4.9,"36km S of Fayzabad, Afghanistan"
2021-02-11 02:55:01 IST,39.55,73.74,10,3.6,"376km S of Bishkek, Kyrgyzstan"
2021-02-11 00:45:51 IST,23.7,93.1,30,3.1,"23km SSW of Ngopa, Mizoram, India"
2021-02-11 00:33:26 IST,36.13,71.39,160,4.4,"131km SE of Fayzabad, Afghanistan"
2021-02-10 20:02:33 IST,36.05,71.87,200,4.3,"165km SE of Fayzabad, Afghanistan"
2021-02-09 19:26:22 IST,36.41,71.19,50,3.5,"95km SE of Fayzabad, Afghanistan"
2021-02-09 07:20:07 IST,27.95,87.91,90,4.5,"71km NNW of Yuksom, Sikkim, India"
2021-02-09 04:09:11 IST,26.99,92.54,5,2.3,"45km NW of Tezpur, Assam, India"
2021-02-09 00:40:55 IST,36.87,71.97,10,3.9,"128km E of Fayzabad, Afghanistan"
2021-02-08 19:05:28 IST,36.57,71.39,139,3.9,"95km SE of Fayzabad, Afghanistan"
2021-02-08 13:49:15 IST,26.57,93.14,30,3.7,"35km ESE of Tezpur, Assam, India"
2021-02-08 09:03:47 IST,39.51,71.55,10,3.6,"261km ENE of Dushanbe, Tajikistan"
2021-02-08 06:48:31 IST,29.44,74.4,24,3.5,"100km SSW of Bathinda, Punjab, India"
2021-02-08 04:56:02 IST,34.22,73.61,30,3.5,"73km WNW of Gulmarg, Jammu and Kashmir, India"
2021-02-07 21:08:08 IST,39.27,74.29,10,4,"401km S of Bishkek, Kyrgyzstan"
2021-02-06 20:24:39 IST,37.9,93.3,10,4.2,"1100km N of Pangin, Arunachal Pradesh, India"
2021-02-06 08:27:34 IST,28.95,73.52,5,3.5,"105km N of Bikaner, Rajasthan, India"
2021-02-05 17:17:52 IST,20.98,97.66,10,4.5,"10km NW of Namsang, Myanmar"
2021-02-05 12:06:00 IST,36.55,70.5,10,3.7,"61km S of Fayzabad, Afghanistan"
2021-02-05 06:53:11 IST,29.01,77.28,5,1.8,"44km N of New Delhi, India"
2021-02-05 04:33:07 IST,29.03,86.55,10,3.9,"189km NE of Kathmandu, Nepal"
2021-02-05 03:43:10 IST,27.86,88.14,10,4,"54km N of Yuksom, Sikkim, India"
2021-02-04 22:32:05 IST,36.4,77.09,10,4.6,"222km NNE of Kargil, Laddakh, India"
2021-02-04 10:36:29 IST,28.62,87.38,124,4.8,"161km NNW of Yuksom, Sikkim, India"
2021-02-04 01:00:28 IST,36.53,70.66,10,4.2,"64km S of Fayzabad, Afghanistan"
2021-02-04 00:27:27 IST,23.45,94.21,5,3.4,"90km E of Champhai, Mizoram, India"
2021-02-04 00:04:20 IST,4.94,95.76,10,4,"308km SE of Campbell Bay, Andaman and Nicobar island, India"
2021-02-03 21:10:20 IST,39.34,71.91,63,3.6,"276km NNE of Fayzabad, Afghanistan"
2021-02-03 19:59:52 IST,34.33,78.3,10,4.5,"69km ENE of Leh, Laddakh, India"
2021-02-03 18:48:56 IST,36.35,70.87,138,4.2,"88km SSE of Fayzabad, Afghanistan"
2021-02-02 23:04:07 IST,36.06,76.25,10,4.2,"167km N of Kargil, Laddakh, India"
2021-02-02 21:44:15 IST,28.66,84.09,40,4.2,"160km NW of Kathmandu, Nepal"
2021-02-02 12:14:01 IST,36.08,69.45,10,4.3,"150km SW of Fayzabad, Afghanistan"
2021-02-02 09:15:50 IST,36.73,71.07,10,4.2,"61km SE of Fayzabad, Afghanistan"
2021-02-02 08:22:42 IST,37.17,71.5,169,4.6,"84km E of Fayzabad, Afghanistan"
2021-02-02 08:01:18 IST,28.75,87.45,151,4.9,"170km NNW of Yuksom, Sikkim, India"
2021-02-02 06:46:41 IST,36.35,71.37,10,4.1,"110km SE of Fayzabad, Afghanistan"
2021-02-01 01:34:26 IST,24.84,94.35,35,4,"16km SW of Ukhrul, Manipur, India"
2021-02-01 01:12:25 IST,36.62,71.58,16,3.9,"106km ESE of Fayzabad, Afghanistan"
2021-01-31 19:16:05 IST,26.28,95.73,110,3.6,"121km E of Mokokchung, Nagaland, India"
2021-01-31 04:35:59 IST,39.53,72.43,10,3.5,"316km NNE of Fayzabad, Afghanistan"
2021-01-31 00:41:12 IST,19.53,77.13,5,3.2,"131km S of Akola,Maharashtra,India"
2021-01-30 20:40:35 IST,26.85,93.31,30,2.7,"39km SW of Itanagar, Arunachal Pradesh, India"
2021-01-30 16:09:40 IST,19.56,77.67,10,3.4,"108km NNW of Nizamabad, Telangana, India"
2021-01-30 11:15:49 IST,28.36,89.76,10,4,"99km N of Thimphu, Bhutan"
2021-01-29 18:57:48 IST,39.68,74.78,10,3.4,"355km S of Bishkek, Kyrgyzstan"
2021-01-28 16:46:02 IST,32.222,76.418,10,2.8,"8km E of Dharamshala, Himachal Pradesh, India"
2021-01-28 09:17:54 IST,28.66,77.13,15,2.8,"8km NW of New Delhi, India"
2021-01-28 00:26:25 IST,25.96,95.66,16,3.5,"121km ESE of Mokokchung, Nagaland, India"
2021-01-27 14:47:03 IST,38.38,71.84,150,3.7,"182km NE of Fayzabad, Afghanistan"
2021-01-27 00:48:15 IST,35.36,73.71,16,3.6,"158km NNW of Gulmarg, Jammu and Kashmir, India"
2021-01-27 00:08:40 IST,26.27,95.69,10,3.8,"117km E of Mokokchung, Nagaland, India"
2021-01-26 23:51:36 IST,28.73,76.92,10,2.7,"29km ENE of Jhajjar, Haryana"
2021-01-26 19:28:36 IST,18.33,73.91,12,2.6,"21km SSE of Pune, Maharashtra, India"
2021-01-26 12:35:18 IST,25.14,93.87,15,3.3,"36km N of Imphal, Manipur, India"
2021-01-26 01:21:05 IST,28.59,77.01,5,1.9,"14km N of Gurugram, Haryana, India"
2021-01-25 02:15:31 IST,27.51,93.21,11,3.5,"61km NW of Itanagar, Arunachal Pradesh, India"
2021-01-25 00:31:20 IST,37.08,71.57,90,5.3,"90km E of Fayzabad, Afghanistan"
2021-01-24 14:01:02 IST,27.79,95.04,10,3,"37km NNE of Dibrugarh, Assam, India"
2021-01-23 12:56:04 IST,39.65,73.238,10,3.2,"367km NE of Fayzabad, Afghanistan"
2021-01-23 10:09:03 IST,36.77,68.12,230,4.5,"207km SSW of Dushanbe, Tajikistan"
2021-01-23 05:32:01 IST,26.42,93.41,5,2.3,"65km NNW of Dimapur, Nagaland, India"
2021-01-23 02:44:44 IST,24.34,94.95,21,3.9,"81km SE of Ukhrul, Manipur, India"
2021-01-22 02:04:47 IST,28.6,77,5,1.9,"15km N of Gurugram, Haryana, India"
2021-01-22 00:18:47 IST,36.36,71.25,188,3.8,"103km SE of Fayzabad, Afghanistan"
2021-01-21 22:20:15 IST,24.84,94.72,10,2.8,"26km ESE of Ukhrul, Manipur, India"
2021-01-21 21:02:09 IST,36.48,70.82,203,4.4,"73km SSE of Fayzabad, Afghanistan"
2021-01-21 19:12:40 IST,36.53,77,156,4.2,"233km NNE of Kargil, Laddakh, India"
2021-01-21 16:26:05 IST,36.31,70.22,10,3.7,"92km SSW of Fayzabad, Afghanistan"
2021-01-21 04:03:15 IST,22.02,94.5,10,3.5,"150km W of Burma, Myanmar"
2021-01-21 00:33:40 IST,36.63,72.42,67,3.8,"174km ESE of Fayzabad, Afghanistan"
2021-01-20 12:58:04 IST,36.55,72.74,110,4.3,"204km ESE of Fayzabad, Afghanistan"
2021-01-20 02:06:50 IST,37.84,72.26,195,3.9,"171km ENE of Fayzabad, Afghanistan"
2021-01-19 21:13:21 IST,34.3,74.53,5,3.6,"31km NNE of Gulmarg, Jammu and Kashmir, India"
2021-01-19 18:02:57 IST,39.96,77.11,10,3.6,"387km SE of Bishkek, Kyrgyzstan"
2021-01-19 16:32:39 IST,36.39,71.02,10,4,"89km SSE of Fayzabad, Afghanistan"
2021-01-18 17:13:59 IST,7.62,94.72,120,4.5,"112km NE of Campbell Bay, Andaman and Nicobar island, India"
2021-01-18 12:40:13 IST,36.12,69.51,10,3.7,"143km SW of Fayzabad, Afghanistan"
2021-01-18 12:21:12 IST,35.3,73.59,34,3.8,"156km NNW of Gulmarg, Jammu and Kashmir, India"
2021-01-18 02:06:54 IST,24.31,93.75,28,2.7,"21km S of Moirang, Manipur, India"
2021-01-18 01:21:44 IST,34.61,80.896,221,3.6,"279km NE of Hanley, Jammu & Kashmir, India"
2021-01-17 22:00:45 IST,20.03,72.82,5,3.5,"101km W of Nashik, Maharashtra, India"
2021-01-17 19:12:57 IST,24.29,96.77,10,3.7,"242km ESE of Ukhrul, Manipur, India"
2021-01-17 13:53:20 IST,37.48,75.11,10,3.5,"338km NNW of Kargil, Laddakh, India"
2021-01-17 12:29:51 IST,26,96.53,10,3.9,"194km S of Changlang, Arunachal Pradesh, India"
2021-01-17 02:58:15 IST,23.62,93.5,25,3.2,"25km NE of Champhai, Mizoram, India"
2021-01-17 02:18:11 IST,23.65,93.46,55,4.4,"25km NNE of Champhai, Mizoram, India"
2021-01-17 01:32:53 IST,35.94,71.12,200,5.3,"138km SSE of Fayzabad, Afghanistan"
2021-01-16 22:01:04 IST,33.03,75.93,10,4.1,"93km E of Katra, Jammu and Kashmir, India"
2021-01-16 16:05:49 IST,36.42,72.22,100,3.8,"166km ESE of Fayzabad, Afghanistan"
2021-01-15 16:58:21 IST,1.26,96.42,10,4.3,"621km WSW of Kuala Lumpur, Malaysia"
2021-01-14 00:45:35 IST,24.96,93.24,15,4.2,"64km NW of Bishnupur, Manipur, India"
2021-01-13 19:03:31 IST,28.86,77.49,5,2.9,"37km NNE of Noida, Uttar Pradesh, India"
2021-01-13 06:37:22 IST,22.64,94.58,98,3.8,"157km SE of Champhai, Mizoram, India"
2021-01-13 03:26:05 IST,36.38,70.25,163,3.8,"84km SSW of Fayzabad, Afghanistan"
2021-01-12 20:00:07 IST,37.3,72.34,135,4.3,"160km E of Fayzabad, Afghanistan"
2021-01-12 15:16:43 IST,19.68,90.75,118,4.3,"383km SE of Haldia, West Bengal, India"
2021-01-12 10:17:20 IST,36.37,71.14,250,4.5,"96km SE of Fayzabad, Afghanistan"
2021-01-11 19:32:04 IST,33.34,75.47,5,5.1,"63km NE of Katra, Jammu and Kashmir, India"
2021-01-11 19:29:15 IST,33.22,75.58,5,3.8,"65km ENE of Katra, Jammu and Kashmir, India"
2021-01-11 02:31:38 IST,36.47,70.6,150,4.2,"70km S of Fayzabad, Afghanistan"
2021-01-10 20:44:40 IST,36.49,70.75,147,4.5,"70km SSE of Fayzabad, Afghanistan"
2021-01-10 06:38:05 IST,27.21,89.92,10,3.1,"40km SE of Thimphu, Bhutan"
2021-01-10 04:30:38 IST,37.35,72.23,220,4.2,"151km ENE of Fayzabad, Afghanistan"
2021-01-10 04:17:29 IST,36.75,71.39,230,3.9,"84km ESE of Fayzabad, Afghanistan"
2021-01-09 23:02:48 IST,22.93,94.22,50,3.5,"108km ESE of Champhai, Mizoram, India"
2021-01-09 22:27:03 IST,37.39,72.04,85,3.7,"135km ENE of Fayzabad, Afghanistan"
2021-01-09 20:21:50 IST,32.31,76.3,10,4.2,"10km NNW of Dharamshala, Himachal Pradesh, India"
2021-01-09 11:27:30 IST,30.79,78.58,10,3.3,"15km ENE of Uttarkashi, Uttarakhand, India"
2021-01-08 21:45:55 IST,20.13,84.25,5,3.2,"107km NNW of Berhampur, Odisha, India"
2021-01-08 18:16:25 IST,36.47,71.46,10,3.6,"107km SE of Fayzabad, Afghanistan"
2021-01-08 15:41:55 IST,37.16,71.34,130,4.1,"70km E of Fayzabad, Afghanistan"
2021-01-08 10:05:19 IST,29.85,79.77,10,3.3,"52km NW of Pithoragarh, Uttarakhand, India"
2021-01-07 19:22:29 IST,22.56,69.65,20,2.7,"78km ENE of Dwarka, Gujarat, India"
2021-01-07 06:57:38 IST,6.99,93.91,72,4.4,"2km SSE of Campbell Bay, Andaman and Nicobar island, India"
2021-01-07 01:53:34 IST,37.17,72.09,99,3.9,"136km E of Fayzabad, Afghanistan"
2021-01-06 20:38:42 IST,23.06,94.26,32,3.7,"104km ESE of Champhai, Mizoram, India"
2021-01-06 04:32:07 IST,26.95,92.93,8,2.5,"35km NNE of Tezpur, Assam, India"
2021-01-05 13:09:22 IST,32.35,76.61,5,3.2,"30km ENE of Dharamshala, Himachal Pradesh, India"
2021-01-04 10:58:43 IST,34.28,74.52,5,3.5,"28km NNE of Gulmarg, Jammu and Kashmir, India"
2021-01-04 00:13:07 IST,26.21,90.94,5,2.5,"79km W of Guwahati, Assam, India"
2021-01-03 22:15:28 IST,26.52,93.03,10,2.8,"27km ESE of Tezpur, Assam, India"
2021-01-03 00:18:14 IST,35.89,70.17,250,4.1,"138km SSW of Fayzabad, Afghanistan"
2021-01-02 22:20:32 IST,20.095,72.928,5,2.4,"90km W of Nashik, Maharashtra, India"
2021-01-02 21:45:56 IST,32.51,76.4,30,2.6,"33km NNE of Dharamshala, Himachal Pradesh, India"
2021-01-02 18:32:55 IST,36.94,72.11,121,4.5,"139km E of Fayzabad, Afghanistan"
2021-01-02 13:24:40 IST,21.79,74.7,5,3.3,"157km SW of Indore, Madhya Pradesh, India"
2021-01-02 04:11:58 IST,30.59,79.28,5,2.4,"26km W of Joshimath, Uttarakhand , India"
2021-01-02 03:31:48 IST,23.03,94.04,10,3.2,"86km ESE of Champhai, Mizoram, India"
2021-01-01 00:27:05 IST,24.45,94.86,98,3.1,"65km SE of Ukhrul, Manipur, India"
2020-12-31 23:05:21 IST,27.32,88.62,5,2.6,"1km SE of Gangtok, Sikkim"
2020-12-31 17:21:00 IST,24.19,93.85,40,3.1,"35km SSE of Moirang, Manipur, India"
2020-12-31 13:30:28 IST,27.07,89.16,5,2.8,"61km ESE of Gangtok, Sikkim"
2020-12-30 11:03:46 IST,34.7,72.92,10,4.7,"113km N of Islamabad, Pakistan"
2020-12-30 01:34:04 IST,27.69,86.33,100,3.9,"99km E of Kathmandu, Nepal"
2020-12-29 21:44:00 IST,35.78,71.51,150,4.2,"170km SSE of Fayzabad, Afghanistan"
2020-12-29 03:58:16 IST,28.49,91.96,112,3.1,"101km N of Tawang, Arunachal Pradesh, India"
2020-12-29 01:20:28 IST,18.88,95.26,64,3.8,"244km NNW of Rangoon, Myanmar"
2020-12-28 20:15:19 IST,37.31,71.84,45,4.2,"116km ENE of Fayzabad, Afghanistan"
2020-12-28 05:48:12 IST,36.66,71.31,221,3.9,"83km SE of Fayzabad, Afghanistan"
2020-12-28 03:09:12 IST,24.65,94.53,40,3.1,"31km S of Ukhrul, Manipur, India"
2020-12-27 03:18:20 IST,27.41,96.55,10,3.5,"38km SSW of Changlang, Arunachal Pradesh, India"
2020-12-26 19:49:15 IST,16.15,93.07,50,4.1,"320km N of Diglipur, Andaman and Nicobar island, India"
2020-12-26 04:59:02 IST,37.39,71.82,186,3.9,"116km ENE of Fayzabad, Afghanistan"
2020-12-26 03:23:50 IST,25.7,94.7,30,2.8,"59km E of Kohima, Nagaland, India"
2020-12-26 02:01:49 IST,26.06,95.38,120,3.6,"91km ESE of Mokokchung, Nagaland, India"
2020-12-26 01:21:28 IST,37.96,73.54,50,3.8,"280km ENE of Fayzabad, Afghanistan"
2020-12-25 05:02:19 IST,28.7,77.04,5,2.3,"18km WNW of New Delhi, India"
2020-12-24 20:44:01 IST,25.47,96.25,100,3.9,"187km ENE of Ukhrul, Manipur, India"
2020-12-24 19:51:07 IST,27.11,88.34,5,2.5,"11km NE of Drajeelind,West Bengal,India"
2020-12-24 19:06:56 IST,36.28,69.35,50,4,"140km SW of Fayzabad, Afghanistan"
2020-12-24 18:17:15 IST,25.69,96.55,198,3.9,"215km ESE of Mokokchung, Nagaland, India"
2020-12-24 16:51:29 IST,25.79,96.46,150,3.6,"203km ESE of Mokokchung, Nagaland, India"
2020-12-24 13:39:52 IST,25.58,96.53,100,4.6,"217km ESE of Mokokchung, Nagaland, India"
2020-12-24 08:29:46 IST,38.24,71.72,10,4.2,"163km NE of Fayzabad, Afghanistan"
2020-12-24 06:56:06 IST,26.1,93.01,5,3,"65km SSE of Tezpur, Assam, India"
2020-12-24 05:21:51 IST,34.21,97.99,10,4.6,"722km NNE of Pangin, Arunachal Pradesh, India"
2020-12-24 03:19:35 IST,24.51,94.94,123,2.8,"66km SE of Ukhrul, Manipur, India"
2020-12-23 22:41:26 IST,37.13,71.71,10,3.9,"102km E of Fayzabad, Afghanistan"
2020-12-23 16:37:02 IST,27.17,96.05,150,3.7,"86km SW of Changlang, Arunachal Pradesh, India"
2020-12-23 11:44:19 IST,16.36,94.45,219,3.9,"190km WSW of Yangon, Myanmar"
2020-12-23 01:25:52 IST,36.81,71.93,16,3.7,"126km ESE of Fayzabad, Afghanistan"
2020-12-22 06:31:34 IST,36.15,69.08,25,4.7,"168km SW of Fayzabad, Afghanistan"
2020-12-22 01:03:12 IST,37,71.6,150,3.9,"93km E of Fayzabad, Afghanistan"
2020-12-21 08:33:46 IST,33.66,76.64,5,3.7,"79km SW of Alchi(Leh),Jammu & Kashmir,India"
2020-12-21 00:27:36 IST,32.69,76.42,5,2.4,"53km N of Dharamshala, Himachal Pradesh, India"
2020-12-20 23:43:51 IST,22.98,93.77,10,3.4,"69km SE of Champhai, Mizoram, India"
2020-12-20 20:40:51 IST,36.32,71.67,10,4.2,"132km SE of Fayzabad, Afghanistan"
2020-12-20 06:09:51 IST,36.7,70.89,239,4.4,"53km SE of Fayzabad, Afghanistan"
2020-12-20 05:55:02 IST,29.66,80.53,5,2.9,"31km ENE of Pithoragarh, Uttarakhand, India"
2020-12-19 11:52:44 IST,21.73,94.35,10,4.1,"166km W of Burma, Myanmar"
2020-12-18 21:32:40 IST,36.79,72.03,10,4,"136km ESE of Fayzabad, Afghanistan"
2020-12-18 10:15:54 IST,36.96,72.07,10,3.7,"135km E of Fayzabad, Afghanistan"
2020-12-18 09:23:43 IST,36.61,71.31,173,4.4,"86km SE of Fayzabad, Afghanistan"
2020-12-17 23:46:46 IST,28.19,76.67,25,4.2,"46km SW of Gurugram, Haryana, India"
2020-12-17 22:03:20 IST,24.15,93.74,36,3.2,"38km S of Moirang, Manipur, India"
2020-12-17 11:26:01 IST,27.4,75.43,5,3,"64km NW of Jaipur, Rajasthan, India"
2020-12-17 02:32:39 IST,35.14,70.27,10,4.2,"116km NE of Kabul , Afghanistan"
2020-12-16 22:53:40 IST,36.82,72.53,101,3.7,"178km E of Fayzabad, Afghanistan"
2020-12-16 20:10:16 IST,27.7,94.2,10,3.1,"57km WSW of Basar, Arunachal Pradesh, India"
2020-12-16 19:26:35 IST,37.12,73.53,10,4,"264km E of Fayzabad, Afghanistan"
