Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2008-01-02,MARUTI,EQ,991.55,1005.0,1009.95,978.6,993.1,997.05,991.45,351365,34835925625000.0,,190220.0,0.5414
2008-01-03,MARUTI,EQ,997.05,999.0,999.0,969.95,972.65,973.2,981.93,455664,44743204865000.0,,296678.0,0.6511
2008-01-04,MARUTI,EQ,973.2,975.0,982.5,959.0,964.0,964.15,966.08,798963,77185887255000.0,,635983.0,0.7959999999999999
2008-01-07,MARUTI,EQ,964.15,952.0,970.0,952.0,964.0,963.75,963.73,683162,65838453825000.0,,480781.0,0.7038
2008-01-08,MARUTI,EQ,963.75,965.0,970.0,936.0,938.0,939.8,951.36,644368,61302494615000.0,,499021.0,0.7744
2008-01-09,MARUTI,EQ,939.8,944.9,1055.0,912.5,918.9,924.75,938.3,601337,56423198740000.0,,413707.0,0.688
2008-01-10,MARUTI,EQ,924.75,931.0,941.75,905.05,909.9,909.2,921.92,510754,47087432705000.0,,278240.0,0.5448
2008-01-11,MARUTI,EQ,909.2,927.0,927.0,888.0,892.0,899.7,900.21,857643,77205519850000.0,,684215.0,0.7978000000000001
2008-01-14,MARUTI,EQ,899.7,899.7,909.0,840.0,852.0,863.45,877.43,698561,61294186115000.0,,559755.0,0.8013
2008-01-15,MARUTI,EQ,863.45,873.95,881.35,852.0,870.0,871.35,871.01,1000759,87166860660000.0,,732366.0,0.7318000000000001
2008-01-16,MARUTI,EQ,871.35,868.0,868.0,827.0,840.0,847.7,840.05,558884,46948974190000.0,,366324.0,0.6555
2008-01-17,MARUTI,EQ,847.7,855.0,894.9,842.15,860.25,864.8,868.03,602636,52310621840000.0,,370251.0,0.6144
2008-01-18,MARUTI,EQ,864.8,860.0,865.55,835.1,835.1,842.0,849.53,444882,37794033335000.0,,315340.0,0.7088
2008-01-21,MARUTI,EQ,842.0,824.0,834.5,755.05,790.0,803.2,803.76,614102,49359272750000.0,,431883.0,0.7033
2008-01-22,MARUTI,EQ,803.2,780.0,840.0,700.0,794.0,807.05,760.8,949563,72242741255000.0,,750494.0,0.7904000000000001
2008-01-23,MARUTI,EQ,807.05,835.0,859.0,785.0,820.0,826.15,824.27,777635,64098250045000.01,,624710.0,0.8033
2008-01-24,MARUTI,EQ,826.15,850.0,850.0,761.0,790.0,788.75,814.28,1045605,85141586125000.0,,846485.0,0.8096
2008-01-25,MARUTI,EQ,788.75,823.0,845.0,794.0,835.0,833.7,826.26,563334,46546171585000.0,,442720.0,0.7859
2008-01-28,MARUTI,EQ,833.7,775.05,874.0,775.05,861.0,864.7,825.35,358055,29552203370000.0,,200038.0,0.5587
2008-01-29,MARUTI,EQ,864.7,870.0,881.0,816.3,866.6,863.0,851.57,739339,62959810950000.0,,377800.0,0.511
2008-01-30,MARUTI,EQ,863.0,870.0,870.0,833.0,845.0,844.9,841.7,462356,38916588705000.0,,297100.0,0.6426000000000001
2008-01-31,MARUTI,EQ,844.9,843.0,864.8,825.0,838.25,850.2,846.75,702863,59515083650000.0,,482766.0,0.6869
2008-02-01,MARUTI,EQ,850.2,833.15,918.0,826.0,902.0,905.75,878.28,425624,37381732885000.0,,263191.0,0.6184000000000001
2008-02-04,MARUTI,EQ,905.75,920.0,923.9,891.2,895.5,897.35,909.56,773011,70309694110000.0,,535255.0,0.6924
2008-02-05,MARUTI,EQ,897.35,912.0,920.0,869.0,872.0,872.6,884.88,296903,26272445950000.0,,169312.0,0.5703
2008-02-06,MARUTI,EQ,872.6,855.1,860.0,827.0,832.9,832.25,837.07,400676,33539427095000.0,,248090.0,0.6192000000000001
2008-02-07,MARUTI,EQ,832.25,845.0,845.0,790.0,793.0,800.0,816.59,549229,44849514055000.0,,330956.0,0.6026
2008-02-08,MARUTI,EQ,800.0,802.0,814.0,780.1,799.0,805.75,800.19,588532,47093956175000.0,,376257.0,0.6393
2008-02-11,MARUTI,EQ,805.75,805.75,850.0,775.0,811.0,813.35,809.9,467655,37875461755000.0,,281800.0,0.6026
2008-02-12,MARUTI,EQ,813.35,815.4,827.0,796.25,804.9,807.7,810.34,313845,25432060660000.0,,181692.0,0.5789
2008-02-13,MARUTI,EQ,807.7,812.0,824.95,802.15,816.2,817.25,816.3,394845,32231209500000.0,,250157.0,0.6336
2008-02-14,MARUTI,EQ,817.25,821.1,845.0,820.0,830.3,829.2,832.81,245041,20407175275000.0,,145439.0,0.5935
2008-02-15,MARUTI,EQ,829.2,825.0,829.0,805.0,812.65,812.45,813.51,658133,53539797805000.0,,449192.0,0.6825
2008-02-18,MARUTI,EQ,812.45,830.0,830.0,801.0,805.7,806.2,807.96,212449,17165022230000.002,,94756.0,0.446
2008-02-19,MARUTI,EQ,806.2,813.0,819.0,805.15,809.0,809.4,813.85,394126,32076043475000.0,,291915.0,0.7406999999999999
2008-02-20,MARUTI,EQ,809.4,808.0,808.0,763.0,771.5,769.7,779.66,750169,58487658200000.0,,403438.0,0.5378000000000001
2008-02-21,MARUTI,EQ,769.7,777.0,790.0,754.45,765.0,763.15,769.15,631746,48590666530000.0,,313161.0,0.49570000000000003
2008-02-22,MARUTI,EQ,763.15,765.0,774.8,750.1,765.0,766.35,760.43,599096,45556819355000.0,,384538.0,0.6419
2008-02-25,MARUTI,EQ,766.35,775.0,805.5,768.25,795.95,800.55,792.0,623552,49385402765000.0,,420332.0,0.6741
2008-02-26,MARUTI,EQ,800.55,811.3,816.0,791.0,813.0,813.3,804.98,349139,28105133925000.0,,157468.0,0.451
2008-02-27,MARUTI,EQ,813.3,815.0,840.0,815.0,835.0,832.9,824.29,678206,55904090704999.99,,495392.0,0.7304
2008-02-28,MARUTI,EQ,832.9,830.0,843.0,816.7,840.0,837.15,834.53,517893,43219539075000.0,,285507.0,0.5513
2008-02-29,MARUTI,EQ,837.15,830.0,875.0,825.0,868.0,868.2,854.21,1698908,145121821345000.0,,993149.0,0.5846
2008-03-03,MARUTI,EQ,868.2,859.7,909.0,847.5,873.0,872.65,893.46,1827854,163312090115000.0,,1033689.0,0.5655
2008-03-04,MARUTI,EQ,872.65,875.0,915.0,875.0,915.0,904.55,897.58,1388510,124629256659999.98,,821337.0,0.5915
2008-03-05,MARUTI,EQ,904.55,907.0,944.5,902.0,940.0,940.2,923.91,1504357,138989088915000.02,,812835.0,0.5403
2008-03-07,MARUTI,EQ,940.2,921.25,938.1,873.55,926.15,927.85,904.07,1553921,140484735684999.98,,815071.0,0.5245000000000001
2008-03-10,MARUTI,EQ,927.85,919.0,938.0,883.0,886.4,895.05,897.1,1362924,122267497834999.98,,881277.0,0.6466
2008-03-11,MARUTI,EQ,895.05,885.0,892.0,852.0,861.8,866.65,872.37,846194,73819604325000.0,,498368.0,0.589
2008-03-12,MARUTI,EQ,866.65,876.0,884.9,851.1,861.8,857.4,861.7,965824,83224784545000.0,,572249.0,0.5925
2008-03-13,MARUTI,EQ,857.4,850.0,874.9,806.0,837.4,840.35,852.48,797094,67950997060000.0,,297231.0,0.3729
2008-03-14,MARUTI,EQ,840.35,840.0,849.8,805.0,839.0,832.7,823.55,652894,53768854304999.99,,280304.0,0.4293
2008-03-17,MARUTI,EQ,832.7,810.0,829.9,800.0,805.1,806.55,809.95,361660,29292787125000.0,,128625.0,0.3557
2008-03-18,MARUTI,EQ,806.55,810.0,824.85,805.15,809.25,813.35,816.08,446490,36437103585000.0,,307926.0,0.6897
2008-03-19,MARUTI,EQ,813.35,830.0,836.25,801.6,829.9,822.45,820.15,649083,53234673070000.0,,345879.0,0.5329
2008-03-24,MARUTI,EQ,822.45,863.55,863.55,790.0,810.0,810.2,823.32,505100,41585825885000.0,,305062.0,0.604
2008-03-25,MARUTI,EQ,810.2,825.0,863.95,816.0,845.3,843.85,842.06,747210,62919244429999.99,,525663.0,0.7034999999999999
2008-03-26,MARUTI,EQ,843.85,850.0,856.0,835.05,845.0,845.6,843.81,699173,58996992590000.0,,491644.0,0.7031999999999999
2008-03-27,MARUTI,EQ,845.6,840.25,848.5,831.0,839.0,838.3,838.85,557454,46761908755000.0,,313949.0,0.5632
2008-03-28,MARUTI,EQ,838.3,834.75,855.0,822.0,843.6,837.8,832.71,519840,43287524045000.0,,321825.0,0.6191
2008-03-31,MARUTI,EQ,837.8,840.0,840.0,811.0,817.95,827.0,826.08,685949,56664988325000.0,,454578.0,0.6627
2008-04-01,MARUTI,EQ,827.0,840.0,855.0,807.55,815.0,815.75,820.71,454500,37301190450000.0,,308950.0,0.6798000000000001
2008-04-02,MARUTI,EQ,815.75,829.0,849.0,805.5,811.0,810.65,822.19,243586,20027290155000.0,,177145.0,0.7272
2008-04-03,MARUTI,EQ,810.65,818.85,819.7,775.0,790.0,786.9,789.62,760056,60015346395000.01,,480484.0,0.6322
2008-04-04,MARUTI,EQ,786.9,790.2,792.0,761.15,766.0,764.6,767.94,475666,36528290335000.0,,253606.0,0.5332
2008-04-07,MARUTI,EQ,764.6,768.0,769.9,738.05,760.8,759.65,750.86,917326,68878615254999.99,,626185.0,0.6826000000000001
2008-04-08,MARUTI,EQ,759.65,765.0,765.0,740.1,743.9,744.65,747.78,550601,41172612920000.0,,326234.0,0.5925
2008-04-09,MARUTI,EQ,744.65,745.0,745.0,725.1,734.45,733.65,731.63,786701,57557208940000.0,,481036.0,0.6115
2008-04-10,MARUTI,EQ,733.65,736.0,748.85,730.0,738.0,737.9,737.71,685402,50562993050000.0,,403882.0,0.5893
2008-04-11,MARUTI,EQ,737.9,745.0,747.9,730.5,740.35,739.15,739.96,300751,22254465285000.0,,151284.0,0.503
2008-04-15,MARUTI,EQ,739.15,739.15,759.9,727.6,754.5,756.3,749.04,241386,18080750105000.0,,96440.0,0.3995
2008-04-16,MARUTI,EQ,756.3,765.0,765.0,751.3,757.9,756.1,756.42,393856,29791882060000.004,,279732.0,0.7101999999999999
2008-04-17,MARUTI,EQ,756.1,761.0,766.5,753.0,760.0,760.5,761.07,282042,21465389135000.0,,165449.0,0.5866
2008-04-21,MARUTI,EQ,760.5,750.0,783.5,725.0,762.0,768.3,769.77,354947,27322814995000.0,,146264.0,0.4121
2008-04-22,MARUTI,EQ,768.3,765.0,769.0,753.6,758.05,757.85,759.48,283323,21517913710000.0,,182224.0,0.6432
2008-04-23,MARUTI,EQ,757.85,757.85,769.9,754.25,769.0,765.05,763.11,446646,34084106195000.0,,278824.0,0.6243
2008-04-24,MARUTI,EQ,765.05,775.8,777.0,726.55,750.0,747.05,744.41,2313324,172205679190000.0,,762483.0,0.3296
2008-04-25,MARUTI,EQ,747.05,732.0,754.0,732.0,737.2,737.95,739.58,856302,63329978110000.0,,564035.0,0.6587000000000001
2008-04-28,MARUTI,EQ,737.95,737.95,749.0,720.2,723.0,722.35,726.83,1017479,73953218435000.0,,657110.0,0.6458
2008-04-29,MARUTI,EQ,722.35,720.0,736.7,720.0,732.05,731.15,729.16,782363,57046861775000.0,,390072.0,0.4986
2008-04-30,MARUTI,EQ,731.15,734.9,749.0,730.0,742.0,742.1,741.18,927579,68750208570000.01,,582771.0,0.6283
2008-05-02,MARUTI,EQ,742.1,751.1,791.9,751.1,789.2,787.9,779.13,1868089,145547782785000.0,,1007379.0,0.5393
2008-05-05,MARUTI,EQ,787.9,793.0,809.9,780.3,782.0,784.4,795.29,1035578,82358068870000.0,,550735.0,0.5318
2008-05-06,MARUTI,EQ,784.4,788.0,788.0,757.55,770.05,766.7,766.5,814237,62411232879999.99,,453612.0,0.5571
2008-05-07,MARUTI,EQ,766.7,770.0,777.8,759.05,774.0,775.65,769.55,438190,33720872214999.996,,221743.0,0.506
2008-05-08,MARUTI,EQ,775.65,768.9,774.0,761.5,770.0,770.55,768.09,593476,45584394530000.0,,414912.0,0.6990999999999999
2008-05-09,MARUTI,EQ,770.55,766.0,770.8,758.0,769.0,764.9,763.95,1618381,123635604980000.0,,1401990.0,0.8663
2008-05-12,MARUTI,EQ,764.9,764.9,774.9,763.0,770.1,770.35,769.3,545987,42002611845000.0,,333905.0,0.6116
2008-05-13,MARUTI,EQ,770.35,778.0,786.0,769.0,771.0,770.65,777.55,420798,32719244680000.0,,233812.0,0.5556
2008-05-14,MARUTI,EQ,770.65,775.0,799.5,767.05,795.05,797.05,793.85,966247,76705632280000.0,,730860.0,0.7564000000000001
2008-05-15,MARUTI,EQ,797.05,802.15,826.9,800.0,819.5,821.8,816.17,1156629,94401073480000.0,,735089.0,0.6355
2008-05-16,MARUTI,EQ,821.8,831.95,831.95,816.0,819.9,821.1,821.13,453991,37278610425000.0,,303076.0,0.6676000000000001
2008-05-20,MARUTI,EQ,821.1,830.0,835.0,810.0,812.2,814.65,818.77,1200269,98274315355000.0,,894420.0,0.7452
2008-05-21,MARUTI,EQ,814.65,805.0,816.0,790.0,807.2,813.25,807.26,582101,46990837765000.0,,367839.0,0.6319
2008-05-22,MARUTI,EQ,813.25,805.0,813.0,790.05,802.2,805.7,802.52,528468,42410841055000.0,,337607.0,0.6388
2008-05-23,MARUTI,EQ,805.7,805.0,812.8,784.2,794.0,789.6,794.92,585070,46508386780000.0,,287686.0,0.4917
2008-05-26,MARUTI,EQ,789.6,780.0,780.2,755.5,760.0,761.75,762.83,610536,46573261950000.0,,406084.0,0.6651
2008-05-27,MARUTI,EQ,761.75,780.8,780.8,755.3,767.0,764.75,762.21,327631,24972468070000.0,,204752.0,0.6249
2008-05-28,MARUTI,EQ,764.75,768.0,790.0,751.25,785.4,777.35,761.39,268473,20441197985000.0,,128144.0,0.4773
2008-05-29,MARUTI,EQ,777.35,794.9,794.9,757.15,765.0,763.0,763.54,569959,43518864105000.0,,329078.0,0.5774
2008-05-30,MARUTI,EQ,763.0,782.5,782.5,757.0,764.75,763.05,764.22,335525,25641453625000.0,,215601.0,0.6426000000000001
2008-06-02,MARUTI,EQ,763.05,765.5,802.0,756.0,783.05,787.3,782.27,1431271,111963589859999.98,,942034.0,0.6581999999999999
2008-06-03,MARUTI,EQ,787.3,770.0,789.8,761.55,784.0,782.2,776.5,281241,21838389620000.0,,118364.0,0.42090000000000005
2008-06-04,MARUTI,EQ,782.2,782.5,789.0,731.0,747.0,746.55,751.16,638245,47942304745000.0,,283488.0,0.44420000000000004
2008-06-05,MARUTI,EQ,746.55,743.0,769.25,733.15,760.35,761.3,759.06,721143,54738783035000.0,,350971.0,0.4867
2008-06-06,MARUTI,EQ,761.3,765.0,773.0,742.15,750.0,750.0,753.22,413756,31165039625000.0,,236059.0,0.5705
2008-06-09,MARUTI,EQ,750.0,751.0,751.0,725.0,736.05,738.55,734.84,420913,30930237900000.0,,279723.0,0.6646
2008-06-10,MARUTI,EQ,738.55,739.5,748.2,718.0,745.0,741.5,736.47,476415,35086702285000.004,,280806.0,0.5894
2008-06-11,MARUTI,EQ,741.5,748.0,763.0,729.1,733.0,733.75,747.8,367127,27453913450000.0,,215163.0,0.5861
2008-06-12,MARUTI,EQ,733.75,720.0,747.0,702.0,744.9,736.8,725.28,391035,28361175760000.004,,180269.0,0.461
2008-06-13,MARUTI,EQ,736.8,742.0,742.0,718.1,722.3,722.15,722.17,406174,29332852725000.0,,272336.0,0.6705
2008-06-16,MARUTI,EQ,722.15,733.0,736.8,712.55,717.05,717.05,721.63,627685,45295560560000.0,,375627.0,0.5984
2008-06-17,MARUTI,EQ,717.05,715.0,764.8,715.0,763.5,755.15,736.12,672708,49519659880000.0,,463672.0,0.6893000000000001
2008-06-18,MARUTI,EQ,755.15,755.0,760.0,737.1,744.05,748.35,745.81,329443,24570190890000.0,,166676.0,0.5059
2008-06-19,MARUTI,EQ,748.35,741.0,762.0,734.3,742.5,747.05,750.11,293919,22047018280000.0,,147095.0,0.5005
2008-06-20,MARUTI,EQ,747.05,747.05,750.0,711.0,728.0,728.35,725.26,493682,35804995035000.0,,271967.0,0.5509000000000001
2008-06-23,MARUTI,EQ,728.35,727.0,727.0,681.35,688.0,687.95,702.39,459469,32272760625000.0,,208812.0,0.4545
2008-06-24,MARUTI,EQ,687.95,685.0,699.0,662.25,680.0,676.7,674.22,858990,57914693585000.0,,558857.0,0.6506000000000001
2008-06-25,MARUTI,EQ,676.7,663.0,699.9,638.0,686.25,691.95,681.45,358918,24458288710000.0,,135905.0,0.3787
2008-06-26,MARUTI,EQ,691.95,691.95,718.0,666.1,678.0,675.9,677.03,1031938,69865212135000.0,,623572.0,0.6043000000000001
2008-06-27,MARUTI,EQ,675.9,675.9,675.9,636.0,648.0,642.75,645.99,828051,53491444565000.0,,520390.0,0.6285000000000001
2008-06-30,MARUTI,EQ,642.75,654.8,654.8,610.0,615.0,616.55,625.53,420913,26329476205000.0,,217802.0,0.5175
2008-07-01,MARUTI,EQ,616.55,616.55,620.0,558.1,565.0,571.5,595.02,599023,35642999850000.0,,302999.0,0.5058
2008-07-02,MARUTI,EQ,571.5,571.5,590.0,560.0,587.0,579.2,571.65,769380,43981398065000.0,,369734.0,0.4806
2008-07-03,MARUTI,EQ,579.2,577.35,579.2,545.0,550.0,548.45,553.89,595922,33007446164999.996,,310802.0,0.5215
2008-07-04,MARUTI,EQ,548.45,548.0,573.75,535.0,539.0,548.8,556.16,402254,22371589985000.0,,155072.0,0.38549999999999995
2008-07-07,MARUTI,EQ,548.8,555.0,593.5,549.0,566.0,573.15,576.45,578901,33370489420000.0,,279584.0,0.483
2008-07-08,MARUTI,EQ,573.15,563.9,576.0,540.5,568.5,569.2,565.65,546872,30933704070000.0,,325047.0,0.5944
2008-07-09,MARUTI,EQ,569.2,575.05,606.9,575.0,590.0,585.45,589.79,816806,48174441615000.0,,490817.0,0.6009000000000001
2008-07-10,MARUTI,EQ,585.45,592.0,596.0,560.0,567.5,565.55,572.35,697500,39921739870000.0,,391935.0,0.5619
2008-07-11,MARUTI,EQ,565.55,571.9,578.8,556.1,565.0,564.75,563.2,352958,19878566110000.0,,136713.0,0.3873
2008-07-14,MARUTI,EQ,564.75,574.7,584.7,560.1,570.0,568.5,572.93,452879,25946811580000.0,,243525.0,0.5377000000000001
2008-07-15,MARUTI,EQ,568.5,520.5,561.0,520.5,549.0,549.3,550.95,201590,11106546175000.0,,93881.0,0.4657
2008-07-16,MARUTI,EQ,549.3,549.0,554.85,540.0,547.9,548.25,548.99,443597,24352844890000.0,,299539.0,0.6753
2008-07-17,MARUTI,EQ,548.25,560.0,602.7,556.0,600.0,599.3,588.88,984968,58002784860000.0,,453209.0,0.4601
2008-07-18,MARUTI,EQ,599.3,605.0,623.0,588.35,620.0,619.25,607.9,772611,46967248015000.0,,409207.0,0.5296000000000001
2008-07-21,MARUTI,EQ,619.25,625.15,660.0,615.0,656.0,647.15,629.97,477052,30052668785000.004,,196549.0,0.41200000000000003
2008-07-22,MARUTI,EQ,647.15,625.25,625.25,585.0,588.0,587.8,592.93,2570662,152422228115000.0,,1350094.0,0.5252
2008-07-23,MARUTI,EQ,587.8,601.0,614.75,592.35,607.0,608.0,602.14,2110064,127055835334999.98,,1213474.0,0.5751
2008-07-24,MARUTI,EQ,608.0,610.0,634.8,610.0,617.0,619.15,622.52,981663,61110258335000.0,,454450.0,0.4629
2008-07-25,MARUTI,EQ,619.15,610.0,623.0,600.3,615.05,614.4,611.09,747765,45695039040000.0,,394658.0,0.5278
2008-07-28,MARUTI,EQ,614.4,615.0,624.0,608.1,608.55,610.65,614.51,645262,39652071535000.0,,462988.0,0.7175
2008-07-29,MARUTI,EQ,610.65,602.0,604.0,559.2,569.0,566.4,574.12,687526,39471959715000.0,,426934.0,0.621
2008-07-30,MARUTI,EQ,566.4,557.0,595.0,557.0,595.0,587.85,576.86,769762,44404611230000.0,,364028.0,0.4729
2008-07-31,MARUTI,EQ,587.85,592.0,598.8,570.0,570.0,575.65,575.35,1262228,72622078685000.0,,966275.0,0.7655
2008-08-01,MARUTI,EQ,575.65,564.9,569.9,553.0,565.0,562.15,559.22,1437459,80385561545000.0,,938957.0,0.6531999999999999
2008-08-04,MARUTI,EQ,562.15,562.15,576.0,556.3,570.0,572.7,571.08,519499,29667706139999.996,,253649.0,0.4883
2008-08-05,MARUTI,EQ,572.7,576.0,623.0,572.1,618.0,614.0,591.98,1055990,62512408190000.0,,487837.0,0.462
2008-08-06,MARUTI,EQ,614.0,644.0,674.9,627.0,649.15,651.7,657.35,2758125,181306289900000.0,,1810802.0,0.6565000000000001
2008-08-07,MARUTI,EQ,651.7,649.0,680.0,647.0,668.5,671.7,668.8,1381632,92403385535000.0,,575125.0,0.41630000000000006
2008-08-08,MARUTI,EQ,671.7,626.65,684.05,626.65,679.25,679.15,668.35,714929,47782075755000.0,,243356.0,0.3404
2008-08-11,MARUTI,EQ,679.15,690.9,725.7,682.0,714.5,719.25,707.46,1498366,106003485840000.0,,746403.0,0.49810000000000004
2008-08-12,MARUTI,EQ,719.25,709.0,713.7,661.3,678.8,679.05,680.28,1840440,125201201259999.98,,1017279.0,0.5527000000000001
2008-08-13,MARUTI,EQ,679.05,679.05,689.5,658.0,671.5,669.45,671.61,1199346,80549652640000.0,,609631.0,0.5083
2008-08-14,MARUTI,EQ,669.45,666.0,666.0,643.4,652.0,650.5,649.92,907149,58957260604999.99,,587055.0,0.6470999999999999
2008-08-18,MARUTI,EQ,650.5,651.0,655.0,618.0,629.0,640.1,641.87,929834,59683043535000.0,,606314.0,0.6520999999999999
2008-08-19,MARUTI,EQ,640.1,639.85,639.85,601.95,617.5,616.5,613.81,1380725,84750612060000.0,,658863.0,0.4772
2008-08-20,MARUTI,EQ,616.5,616.5,629.9,615.0,623.0,625.1,625.16,1028097,64272731104999.99,,777835.0,0.7565999999999999
2008-08-21,MARUTI,EQ,625.1,625.0,630.0,611.5,618.0,618.55,620.43,618137,38351268895000.0,,293814.0,0.4753
2008-08-22,MARUTI,EQ,618.55,610.0,634.0,603.2,625.75,631.5,621.51,774964,48164555550000.0,,393150.0,0.5073
2008-08-25,MARUTI,EQ,631.5,620.0,649.8,615.15,623.4,625.7,628.77,749154,47104222205000.0,,298910.0,0.399
2008-08-26,MARUTI,EQ,625.7,619.0,641.9,609.7,630.0,629.45,630.02,933639,58820758229999.99,,353813.0,0.379
2008-08-27,MARUTI,EQ,629.45,630.0,635.0,620.0,628.0,626.15,628.55,797421,50121845985000.0,,375878.0,0.47140000000000004
2008-08-28,MARUTI,EQ,626.15,615.0,636.65,611.35,625.15,629.35,631.05,512974,32371417250000.0,,225711.0,0.44
2008-08-29,MARUTI,EQ,629.35,635.0,661.3,635.0,647.95,649.6,649.35,1078145,70009114885000.0,,454320.0,0.4214
2008-09-01,MARUTI,EQ,649.6,649.6,649.6,618.5,636.0,633.5,629.16,1055043,66378657295000.01,,573155.0,0.5433
2008-09-02,MARUTI,EQ,633.5,630.2,670.0,630.2,668.05,665.25,650.59,747594,48637878865000.0,,294688.0,0.39420000000000005
2008-09-04,MARUTI,EQ,665.25,658.0,693.5,645.1,690.0,687.7,676.27,1135093,76762537920000.0,,480228.0,0.42310000000000003
2008-09-05,MARUTI,EQ,687.7,666.0,685.0,653.35,685.0,680.25,670.26,787166,52760812250000.0,,333946.0,0.4242
2008-09-08,MARUTI,EQ,680.25,685.55,719.95,682.3,686.0,694.7,704.51,1293682,91141813480000.0,,775760.0,0.5997
2008-09-09,MARUTI,EQ,694.7,690.0,713.4,676.4,713.4,708.05,700.98,634813,44499290285000.0,,160370.0,0.25260000000000005
2008-09-10,MARUTI,EQ,708.05,698.0,707.9,688.3,699.6,695.7,698.32,621547,43404178045000.0,,281732.0,0.4533
2008-09-11,MARUTI,EQ,695.7,687.0,702.1,675.0,677.0,679.35,688.02,694803,47803818135000.0,,341336.0,0.4913
2008-09-12,MARUTI,EQ,679.35,682.0,711.9,682.0,703.15,703.35,702.98,1442723,101420711255000.0,,774979.0,0.5372
2008-09-15,MARUTI,EQ,703.35,655.65,737.85,655.65,719.1,720.7,701.65,1213725,85161111875000.0,,642310.0,0.5292
2008-09-16,MARUTI,EQ,720.7,700.0,720.05,684.05,700.0,695.9,703.26,978686,68826918395000.01,,435040.0,0.44450000000000006
2008-09-17,MARUTI,EQ,695.9,715.0,715.0,681.0,693.9,700.25,695.15,1133346,78784294895000.0,,480540.0,0.424
2008-09-18,MARUTI,EQ,700.25,680.0,734.7,670.0,715.0,716.9,699.77,1114821,78012281805000.0,,528667.0,0.4742
2008-09-19,MARUTI,EQ,716.9,732.5,749.95,724.0,746.75,741.05,741.65,902217,66912636790000.0,,363118.0,0.4025
2008-09-22,MARUTI,EQ,741.05,766.0,766.0,710.5,710.5,721.3,723.54,1035073,74891531195000.0,,465144.0,0.44939999999999997
2008-09-23,MARUTI,EQ,721.3,700.0,726.9,695.05,704.5,700.9,708.12,899105,63667152110000.0,,378243.0,0.4207
2008-09-24,MARUTI,EQ,700.9,698.0,716.1,692.4,707.05,702.1,704.54,563169,39677249290000.0,,192423.0,0.3417
2008-09-25,MARUTI,EQ,702.1,682.65,712.0,682.65,697.0,705.35,701.55,817954,57383857815000.0,,407719.0,0.4985
2008-09-26,MARUTI,EQ,705.35,700.0,703.0,671.25,673.0,684.05,688.27,273558,18828312470000.0,,56817.0,0.2077
2008-09-29,MARUTI,EQ,684.05,645.05,690.0,645.05,663.0,662.85,662.71,517925,34323491745000.0,,196651.0,0.3797
2008-09-30,MARUTI,EQ,662.85,647.6,701.0,636.3,695.0,690.2,677.56,739026,50073131115000.0,,355057.0,0.4804
2008-10-01,MARUTI,EQ,690.2,695.35,708.0,684.0,698.0,700.75,697.47,600343,41871991690000.0,,241472.0,0.4022
2008-10-03,MARUTI,EQ,700.75,681.0,715.0,672.05,690.5,682.85,682.97,757319,51722272385000.0,,405357.0,0.5353
2008-10-06,MARUTI,EQ,682.85,665.0,692.0,653.4,660.0,659.0,672.52,565467,38028783480000.0,,219466.0,0.38810000000000006
2008-10-07,MARUTI,EQ,659.0,660.55,688.7,619.1,682.05,672.1,655.63,1383819,90727995615000.0,,729760.0,0.5274
2008-10-08,MARUTI,EQ,672.1,651.0,698.0,627.5,689.3,687.85,656.13,2054049,134772777800000.0,,1343521.0,0.6541
2008-10-10,MARUTI,EQ,687.85,631.0,689.7,631.0,679.0,679.7,674.5,899350,60661088235000.0,,491564.0,0.5466
2008-10-13,MARUTI,EQ,679.7,676.0,725.8,676.0,723.4,723.2,706.35,944838,66738920840000.0,,573062.0,0.6065
2008-10-14,MARUTI,EQ,723.2,732.0,749.0,711.0,713.0,719.75,725.64,945505,68609666275000.0,,465945.0,0.4928
2008-10-15,MARUTI,EQ,719.75,705.0,713.0,668.25,679.0,681.65,683.18,868013,59301217985000.0,,382233.0,0.4404
2008-10-16,MARUTI,EQ,681.65,665.9,685.0,643.15,676.0,678.8,669.91,706468,47326996355000.0,,296653.0,0.41990000000000005
2008-10-17,MARUTI,EQ,678.8,684.1,689.0,632.3,640.0,640.5,651.0,1058321,68896518700000.0,,495001.0,0.46770000000000006
2008-10-20,MARUTI,EQ,640.5,637.0,674.8,625.0,660.1,656.35,652.4,587307,38316101870000.0,,198371.0,0.33780000000000004
2008-10-21,MARUTI,EQ,656.35,663.8,690.0,645.35,681.0,677.45,673.14,825521,55569254895000.01,,398106.0,0.4822
2008-10-22,MARUTI,EQ,677.45,660.0,674.0,628.55,648.1,648.7,645.37,646436,41718749260000.0,,293082.0,0.4534
2008-10-23,MARUTI,EQ,648.7,628.0,645.0,587.3,591.0,595.4,616.88,1010127,62312450175000.0,,407745.0,0.4037
2008-10-24,MARUTI,EQ,595.4,580.0,581.5,512.0,524.9,538.25,547.47,1557016,85242090930000.0,,780932.0,0.5015999999999999
2008-10-27,MARUTI,EQ,538.25,525.5,538.4,475.0,515.0,515.75,498.95,719165,35882952550000.0,,355787.0,0.4947
2008-10-28,MARUTI,EQ,515.75,536.0,567.0,536.0,552.65,547.15,544.49,47863,2606074725000.0,,15279.0,0.31920000000000004
